Stock_IdType,Stock_Id,PriceDate,PriceInstant,PriceCurrency,LastOrMidPrice,Open,High,Low,Close,Volume,AdjustedOpen,AdjustedHigh,AdjustedLow,AdjustedClose,AdjustedVolume,Dividend,SplitFactor,QuoteTimestamp,LastSaleTimestamp,AskSize,AskPrice,BidPrice,BidSize,LastPrice,LastSize,PrevClosePrice,MidPrice
Ticker,REI,2020-02-13,,USD,2.02,1.98,2.04,1.91,2.02,857415,1.98,2.04,1.91,2.02,857415,0,,,,,,,,,,,
Ticker,DLNG-P-A,2020-02-13,,USD,21.9,21.7,22.0778,21.7,21.9,4569,21.7,22.0778,21.7,21.9,4569,0,,,,,,,,,,,
Ticker,HEP,2020-02-13,,USD,23.47,23.79,23.88,23.3,23.47,653396,23.79,23.88,23.3,23.47,653396,0,,,,,,,,,,,
Ticker,GGT-P-E,2020-02-13,,USD,26.23,26.23,26.23,26.23,26.23,25,26.23,26.23,26.23,26.23,25,0,,,,,,,,,,,
Ticker,MT,2020-02-13,,USD,17.56,17.68,17.715,17.5,17.56,1592133,17.68,17.715,17.5,17.56,1592133,0,,,,,,,,,,,
Ticker,BERY,2020-02-13,,USD,42.28,42.83,42.83,41.78,42.28,1196843,42.83,42.83,41.78,42.28,1196843,0,,,,,,,,,,,
Ticker,ORCL,2020-02-13,,USD,55.31,55.31,55.64,55.01,55.31,8480140,55.31,55.64,55.01,55.31,8480140,0,,,,,,,,,,,
Ticker,GS-P-D,2020-02-13,,USD,23.81,23.75,23.84,23.6,23.81,113971,23.75,23.84,23.6,23.81,113971,0,,,,,,,,,,,
Ticker,SHO-P-E,2020-02-13,,USD,26.1752,26.19,26.19,26.1752,26.1752,606,26.19,26.19,26.1752,26.1752,606,0,,,,,,,,,,,
Ticker,HUD,2020-02-13,,USD,11.82,11.73,12.02,11.5478,11.82,166753,11.73,12.02,11.5478,11.82,166753,0,,,,,,,,,,,
Ticker,BANC,2020-02-13,,USD,16.92,16.89,17.02,16.85,16.92,132848,16.89,17.02,16.85,16.92,132848,0,,,,,,,,,,,
Ticker,MCS,2020-02-13,,USD,30.67,29.56,30.95,29.525,30.67,180676,29.56,30.95,29.525,30.67,180676,0,,,,,,,,,,,
Ticker,CBZ,2020-02-13,,USD,28.1,27.98,28.23,27.88,28.1,137785,27.98,28.23,27.88,28.1,137785,0,,,,,,,,,,,
Ticker,MPW,2020-02-13,,USD,23.61,23.33,23.76,23.29,23.61,3527540,23.33,23.76,23.29,23.61,3527540,0,,,,,,,,,,,
Ticker,ALEX,2020-02-13,,USD,22.8,23,23.095,22.68,22.8,537740,23,23.095,22.68,22.8,537740,0,,,,,,,,,,,
Ticker,VER,2020-02-13,,USD,9.85,9.78,9.93,9.77,9.85,7278889,9.78,9.93,9.77,9.85,7278889,0,,,,,,,,,,,
Ticker,TCS,2020-02-13,,USD,4.27,4.26,4.37,4.22,4.27,185283,4.26,4.37,4.22,4.27,185283,0,,,,,,,,,,,
Ticker,ODC,2020-02-13,,USD,35.8,35.46,35.8,35.11,35.8,4422,35.46,35.8,35.11,35.8,4422,0.25,,,,,,,,,,,
Ticker,CURO,2020-02-13,,USD,14.03,13.74,14.04,13.71,14.03,282948,13.6869125395153,13.9857534246575,13.6570284510011,13.9757920618195,282948,0,,,,,,,,,,,
Ticker,DFS,2020-02-13,,USD,76.2,75.91,76.59,75.45,76.2,2038563,75.91,76.59,75.45,76.2,2038563,0,,,,,,,,,,,
Ticker,HTA,2020-02-13,,USD,32.67,32.42,33.01,32.36,32.67,1405746,32.42,33.01,32.36,32.67,1405746,0,,,,,,,,,,,
Ticker,NGVC,2020-02-13,,USD,8.65,8.8,8.88,8.63,8.65,82819,8.8,8.88,8.63,8.65,82819,0,,,,,,,,,,,
Ticker,MCK,2020-02-13,,USD,167.91,166.27,169.67,166.02,167.91,5000487,166.27,169.67,166.02,167.91,5000487,0,,,,,,,,,,,
Ticker,NSC,2020-02-13,,USD,210.49,209.7,211.375,209,210.49,848564,209.7,211.375,209,210.49,848564,0,,,,,,,,,,,
Ticker,TOL,2020-02-13,,USD,48.11,48.38,48.68,47.98,48.11,1475711,48.38,48.68,47.98,48.11,1475711,0,,,,,,,,,,,
Ticker,ICL,2020-02-13,,USD,4.12,4.1,4.18,4.03,4.12,286174,4.1,4.18,4.03,4.12,286174,0,,,,,,,,,,,
Ticker,AXS,2020-02-13,,USD,64.49,64.04,64.53,63.87,64.49,261235,64.04,64.53,63.87,64.49,261235,0,,,,,,,,,,,
Ticker,CIT,2020-02-13,,USD,47.45,47.42,47.75,47.16,47.45,717996,47.42,47.75,47.16,47.45,717996,0,,,,,,,,,,,
Ticker,RCL,2020-02-13,,USD,113.62,115.5,115.98,113.43,113.62,3135721,115.5,115.98,113.43,113.62,3135721,0,,,,,,,,,,,
Ticker,FAF,2020-02-13,,USD,65.33,65.45,65.45,63.66,65.33,1491396,65.45,65.45,63.66,65.33,1491396,0,,,,,,,,,,,
Ticker,NAV-P-D,2020-02-13,,USD,23,23,23,23,23,0,23,23,23,23,0,0,,,,,,,,,,,
Ticker,LNT,2020-02-13,,USD,59.38,58.63,59.39,58.518,59.38,1419776,58.63,59.39,58.518,59.38,1419776,0,,,,,,,,,,,
Ticker,EHC,2020-02-13,,USD,82.41,81.5,82.75,81.5,82.41,360742,81.5,82.75,81.5,82.41,360742,0,,,,,,,,,,,
Ticker,NGD,2020-02-13,,USD,0.76,0.843,0.8499,0.74,0.76,12052901,0.843,0.8499,0.74,0.76,12052901,0,,,,,,,,,,,
Ticker,WHD,2020-02-13,,USD,29.53,29.45,29.79,29.31,29.53,150728,29.45,29.79,29.31,29.53,150728,0,,,,,,,,,,,
Ticker,ALO,2020-02-13,,USD,0.7264,0.72,0.7389,0.71,0.7264,106661,0.72,0.7389,0.71,0.7264,106661,0,,,,,,,,,,,
Ticker,AFGH,2020-02-13,,USD,25.97,26.17,26.255,25.97,25.97,27168,26.17,26.255,25.97,25.97,27168,0,,,,,,,,,,,
Ticker,ROYT,2020-02-13,,USD,0.3711,0.4017,0.4017,0.36,0.3711,603883,0.4017,0.4017,0.36,0.3711,603883,0,,,,,,,,,,,
Ticker,BHP,2020-02-13,,USD,52,52.05,52.25,51.79,52,1887188,52.05,52.25,51.79,52,1887188,0,,,,,,,,,,,
Ticker,NLY-P-D,2020-02-13,,USD,25.9042,25.89,25.9614,25.89,25.9042,18572,25.89,25.9614,25.89,25.9042,18572,0,,,,,,,,,,,
Ticker,MAIN,2020-02-13,,USD,45,44.3,45,44.29,45,233253,44.3,45,44.29,45,233253,0,,,,,,,,,,,
Ticker,NVO,2020-02-13,,USD,62.74,62.58,62.95,62.515,62.74,998952,62.58,62.95,62.515,62.74,998952,0,,,,,,,,,,,
Ticker,VLY,2020-02-13,,USD,11.03,10.9,11.055,10.88,11.03,1036414,10.9,11.055,10.88,11.03,1036414,0,,,,,,,,,,,
Ticker,SPE-P-B,2020-02-13,,USD,25.75,25.83,25.83,25.75,25.75,1288,25.83,25.83,25.75,25.75,1288,0,,,,,,,,,,,
Ticker,COTY,2020-02-13,,USD,11.54,11.66,11.79,11.53,11.54,4028013,11.5336454269614,11.6622366710013,11.4050541829215,11.4149458170785,4028013,0,,,,,,,,,,,
Ticker,AMH-P-G,2020-02-13,,USD,26.58,26.68,26.68,26.5236,26.58,1238,26.68,26.68,26.5236,26.58,1238,0,,,,,,,,,,,
Ticker,LVS,2020-02-13,,USD,69.31,70.41,70.55,69.17,69.31,3572193,70.41,70.55,69.17,69.31,3572193,0,,,,,,,,,,,
Ticker,BFS-P-D,2020-02-13,,USD,26.3,26.2,26.3,26.2,26.3,2100,26.2,26.3,26.2,26.3,2100,0,,,,,,,,,,,
Ticker,TM,2020-02-13,,USD,141.1,141,141.4566,140.78,141.1,135877,141,141.4566,140.78,141.1,135877,0,,,,,,,,,,,
Ticker,PZG,2020-02-13,,USD,0.9048,0.9,0.9099,0.9,0.9048,34146,0.9,0.9099,0.9,0.9048,34146,0,,,,,,,,,,,
Ticker,SCA,2020-02-13,,USD,25.65,25.7,25.714,25.6,25.65,1372,25.7,25.714,25.6,25.65,1372,0,,,,,,,,,,,
Ticker,KEP,2020-02-13,,USD,10.93,10.94,10.95,10.8667,10.93,51575,10.94,10.95,10.8667,10.93,51575,0,,,,,,,,,,,
Ticker,ZTO,2020-02-13,,USD,24.36,24.43,24.43,23.87,24.36,2220613,24.43,24.43,23.87,24.36,2220613,0,,,,,,,,,,,
Ticker,CMCL,2020-02-13,,USD,10.16,10.56,10.56,10.08,10.16,19860,10.56,10.56,10.08,10.16,19860,0,,,,,,,,,,,
Ticker,PUK-P,2020-02-13,,USD,27.66,27.96,27.96,27.6,27.66,11488,27.96,27.96,27.6,27.66,11488,0,,,,,,,,,,,
Ticker,JWN,2020-02-13,,USD,39.4,39.45,39.45,38.3,39.4,2244982,39.45,39.45,38.3,39.4,2244982,0,,,,,,,,,,,
Ticker,NGL,2020-02-13,,USD,9.54,9.59,9.92,9.46,9.54,1563746,9.59,9.92,9.46,9.54,1563746,0,,,,,,,,,,,
Ticker,UDR,2020-02-13,,USD,49.61,49.21,49.76,49.21,49.61,2366403,49.21,49.76,49.21,49.61,2366403,0,,,,,,,,,,,
Ticker,SNV-P-D,2020-02-13,,USD,27.5644,27.59,27.69,27.5644,27.5644,3547,27.59,27.69,27.5644,27.5644,3547,0,,,,,,,,,,,
Ticker,SUP,2020-02-13,,USD,3.03,3.04,3.27,2.95,3.03,362016,3.04,3.27,2.95,3.03,362016,0,,,,,,,,,,,
Ticker,KKR-P-A,2020-02-13,,USD,26.915,27.04,27.04,26.85,26.915,23654,27.04,27.04,26.85,26.915,23654,0,,,,,,,,,,,
Ticker,SPB,2020-02-13,,USD,59.55,59.58,60.29,59.04,59.55,338771,59.1686982248521,59.8737968441815,58.632426035503,59.1389053254438,338771,0,,,,,,,,,,,
Ticker,HHC,2020-02-13,,USD,124.4,124.82,125.94,123.54,124.4,130202,124.82,125.94,123.54,124.4,130202,0,,,,,,,,,,,
Ticker,SYK,2020-02-13,,USD,217.41,216.36,218.23,215.36,217.41,1055205,216.36,218.23,215.36,217.41,1055205,0,,,,,,,,,,,
Ticker,CVA,2020-02-13,,USD,15.75,15.7,15.83,15.63,15.75,428845,15.7,15.83,15.63,15.75,428845,0,,,,,,,,,,,
Ticker,WELL,2020-02-13,,USD,87.7,85.77,88.23,85.6814,87.7,2650770,85.77,88.23,85.6814,87.7,2650770,0,,,,,,,,,,,
Ticker,FIX,2020-02-13,,USD,50.1,49.29,50.24,49.14,50.1,136434,49.29,50.24,49.14,50.1,136434,0,,,,,,,,,,,
Ticker,SNE,2020-02-13,,USD,69.6,69.92,69.92,69.51,69.6,910331,69.92,69.92,69.51,69.6,910331,0,,,,,,,,,,,
Ticker,ENO,2020-02-13,,USD,26.6304,26.59,26.6762,26.53,26.6304,6258,26.59,26.6762,26.53,26.6304,6258,0,,,,,,,,,,,
Ticker,PRTY,2020-02-13,,USD,2.67,2.59,2.69,2.54,2.67,1979106,2.59,2.69,2.54,2.67,1979106,0,,,,,,,,,,,
Ticker,TKR,2020-02-13,,USD,55.11,54.69,55.39,54.5,55.11,453592,54.69,55.39,54.5,55.11,453592,0,,,,,,,,,,,
Ticker,XPO,2020-02-13,,USD,94.51,94.12,94.99,93.74,94.51,763508,94.12,94.99,93.74,94.51,763508,0,,,,,,,,,,,
Ticker,AHL-P-C,2020-02-13,,USD,28.1,28.17,28.1899,28.034,28.1,14869,28.17,28.1899,28.034,28.1,14869,0,,,,,,,,,,,
Ticker,TBB,2020-02-13,,USD,26.46,26.57,26.62,26.46,26.46,103651,26.57,26.62,26.46,26.46,103651,0,,,,,,,,,,,
Ticker,MMP,2020-02-13,,USD,59.23,59.5,59.79,59.09,59.23,1425490,59.5,59.79,59.09,59.23,1425490,0,,,,,,,,,,,
Ticker,AFFS,2020-02-13,,USD,21.65,22,22,21.61,21.65,2868,22,22,21.61,21.65,2868,0,,,,,,,,,,,
Ticker,VNTR,2020-02-13,,USD,3.05,3.12,3.19,2.98,3.05,101970,3.12,3.19,2.98,3.05,101970,0,,,,,,,,,,,
Ticker,AGM-P-C,2020-02-13,,USD,27.05,27.18,27.18,26.825,27.05,6400,27.18,27.18,26.825,27.05,6400,0,,,,,,,,,,,
Ticker,VNRX,2020-02-13,,USD,4.99,4.96,5,4.81,4.99,313361,4.96,5,4.81,4.99,313361,0,,,,,,,,,,,
Ticker,TOO-P-E,2020-02-13,,USD,22.9,23.3,23.3,22.87,22.9,38290,23.3,23.3,22.87,22.9,38290,0,,,,,,,,,,,
Ticker,USB-P-M,2020-02-13,,USD,27.63,27.68,27.68,27.558,27.63,56356,27.68,27.68,27.558,27.63,56356,0,,,,,,,,,,,
Ticker,CPT,2020-02-13,,USD,117.57,115.74,117.6,115.74,117.57,677866,115.74,117.6,115.74,117.57,677866,0,,,,,,,,,,,
Ticker,KN,2020-02-13,,USD,17.62,17.38,17.62,17.31,17.62,908588,17.38,17.62,17.31,17.62,908588,0,,,,,,,,,,,
Ticker,PNM,2020-02-13,,USD,55.77,55.03,55.795,54.9752,55.77,279960,55.03,55.795,54.9752,55.77,279960,0,,,,,,,,,,,
Ticker,GEF-B,2020-02-13,,USD,48.95,48.75,49.41,48.75,48.95,5619,48.75,49.41,48.75,48.95,5619,0,,,,,,,,,,,
Ticker,LN,2020-02-13,,USD,48.88,48.81,48.92,48.75,48.88,24053,48.81,48.92,48.75,48.88,24053,0,,,,,,,,,,,
Ticker,NS-P-C,2020-02-13,,USD,25.8796,26.08,26.08,25.759,25.8796,32086,26.08,26.08,25.759,25.8796,32086,0,,,,,,,,,,,
Ticker,DIS,2020-02-13,,USD,140.9,141.17,141.9,140.82,140.9,7539761,141.17,141.9,140.82,140.9,7539761,0,,,,,,,,,,,
Ticker,FCN,2020-02-13,,USD,124.66,123.74,124.83,123.02,124.66,173675,123.74,124.83,123.02,124.66,173675,0,,,,,,,,,,,
Ticker,SXI,2020-02-13,,USD,74.29,72.75,74.83,72.72,74.29,33676,72.75,74.83,72.72,74.29,33676,0,,,,,,,,,,,
Ticker,TTC,2020-02-13,,USD,82.68,82.35,83.17,82.095,82.68,184237,82.35,83.17,82.095,82.68,184237,0,,,,,,,,,,,
Ticker,EGY,2020-02-13,,USD,2.11,2.13,2.14,2.11,2.11,59878,2.13,2.14,2.11,2.11,59878,0,,,,,,,,,,,
Ticker,BCH,2020-02-13,,USD,20.26,20.4,20.4,20.05,20.26,98692,20.4,20.4,20.05,20.26,98692,0,,,,,,,,,,,
Ticker,IPG,2020-02-13,,USD,25.06,24.96,25.095,24.81,25.06,4346588,24.96,25.095,24.81,25.06,4346588,0,,,,,,,,,,,
Ticker,LPX,2020-02-13,,USD,33.73,33.88,34.1,33.49,33.73,1569156,33.7368798252003,33.9559504734159,33.3485273124545,33.5875134741442,1569156,0,,,,,,,,,,,
Ticker,PPG,2020-02-13,,USD,120.46,121.9,121.9,120.32,120.46,1262977,121.9,121.9,120.32,120.46,1262977,0,,,,,,,,,,,
Ticker,BRFS,2020-02-13,,USD,7.19,7.13,7.225,7.08,7.19,1163815,7.13,7.225,7.08,7.19,1163815,0,,,,,,,,,,,
Ticker,CEIX,2020-02-13,,USD,7.6,6.94,7.63,6.87,7.6,1017126,6.94,7.63,6.87,7.6,1017126,0,,,,,,,,,,,
Ticker,LLEX,2020-02-13,,USD,0.2495,0.26,0.26,0.24411,0.2495,1303329,0.26,0.26,0.24411,0.2495,1303329,0,,,,,,,,,,,
Ticker,NBHC,2020-02-13,,USD,33.51,33.11,33.56,33.11,33.51,75836,33.11,33.56,33.11,33.51,75836,0,,,,,,,,,,,
Ticker,GOL,2020-02-13,,USD,16.36,16.51,16.62,16.31,16.36,495719,16.51,16.62,16.31,16.36,495719,0,,,,,,,,,,,
Ticker,KNX,2020-02-13,,USD,39.6,39.17,39.97,39.03,39.6,1291601,39.17,39.97,39.03,39.6,1291601,0,,,,,,,,,,,
Ticker,PGTI,2020-02-13,,USD,16.56,16.38,16.67,16.38,16.56,279415,16.38,16.67,16.38,16.56,279415,0,,,,,,,,,,,
Ticker,PRGO,2020-02-13,,USD,57.96,59.35,59.52,57.89,57.96,866569,59.35,59.52,57.89,57.96,866569,0,,,,,,,,,,,
Ticker,MTD,2020-02-13,,USD,769.48,767.64,775.03,759.15,769.48,172521,767.64,775.03,759.15,769.48,172521,0,,,,,,,,,,,
Ticker,TRQ,2020-02-13,,USD,0.6449,0.68,0.683,0.637,0.6449,2442726,0.68,0.683,0.637,0.6449,2442726,0,,,,,,,,,,,
Ticker,HES,2020-02-13,,USD,59.99,58.2,60.0425,57.91,59.99,3838302,58.2,60.0425,57.91,59.99,3838302,0,,,,,,,,,,,
Ticker,HLX,2020-02-13,,USD,8.71,8.66,8.84,8.66,8.71,626310,8.66,8.84,8.66,8.71,626310,0,,,,,,,,,,,
Ticker,NEU,2020-02-13,,USD,418.68,415.03,421.035,415.03,418.68,41416,415.03,421.035,415.03,418.68,41416,0,,,,,,,,,,,
Ticker,IVR-P-C,2020-02-13,,USD,27.2156,27.3,27.3,27.1568,27.2156,9581,27.3,27.3,27.1568,27.2156,9581,0,,,,,,,,,,,
Ticker,BHR-P-B,2020-02-13,,USD,18.17,18.2,18.23,18.15,18.17,31993,18.2,18.23,18.15,18.17,31993,0,,,,,,,,,,,
Ticker,RTW,2020-02-13,,USD,0.4214,0.432,0.45,0.4019,0.4214,313465,0.432,0.45,0.4019,0.4214,313465,0,,,,,,,,,,,
Ticker,SD,2020-02-13,,USD,2.51,2.5,2.54,2.45,2.51,123557,2.5,2.54,2.45,2.51,123557,0,,,,,,,,,,,
Ticker,MPC,2020-02-13,,USD,59.5,58.69,60.07,58.31,59.5,6656611,58.0933269062226,59.4592971078002,57.7171901840491,58.8950920245399,6656611,0,,,,,,,,,,,
Ticker,CTO,2020-02-13,,USD,63.39,62.7,63.48,62.225,63.39,67034,62.7,63.48,62.225,63.39,67034,0,,,,,,,,,,,
Ticker,NNI,2020-02-13,,USD,58.55,58.21,58.7784,58.21,58.55,48985,58.21,58.7784,58.21,58.55,48985,0,,,,,,,,,,,
Ticker,ABR,2020-02-13,,USD,15.09,14.93,15.1,14.91,15.09,999259,14.93,15.1,14.91,15.09,999259,0,,,,,,,,,,,
Ticker,ESS,2020-02-13,,USD,321.51,318.61,322.06,318.61,321.51,328798,318.61,322.06,318.61,321.51,328798,0,,,,,,,,,,,
Ticker,AQN,2020-02-13,,USD,16.28,16.1,16.34,16.06,16.28,823433,16.1,16.34,16.06,16.28,823433,0,,,,,,,,,,,
Ticker,COLD,2020-02-13,,USD,37.3,36.52,37.5685,36.43,37.3,1424921,36.52,37.5685,36.43,37.3,1424921,0,,,,,,,,,,,
Ticker,PG,2020-02-13,,USD,124.96,123.73,125.28,123.52,124.96,7158978,123.73,125.28,123.52,124.96,7158978,0,,,,,,,,,,,
Ticker,AAP,2020-02-13,,USD,134.67,133.78,136.17,133.17,134.67,949735,133.78,136.17,133.17,134.67,949735,0,,,,,,,,,,,
Ticker,JILL,2020-02-13,,USD,1.1,1.107,1.12,1.09,1.1,121361,1.107,1.12,1.09,1.1,121361,0,,,,,,,,,,,
Ticker,EGP,2020-02-13,,USD,141.63,140.09,141.97,140.09,141.63,99075,140.09,141.97,140.09,141.63,99075,0,,,,,,,,,,,
Ticker,AVYA,2020-02-13,,USD,13.53,13.21,13.56,13.115,13.53,2271337,13.21,13.56,13.115,13.53,2271337,0,,,,,,,,,,,
Ticker,BB,2020-02-13,,USD,6,6.04,6.05,5.95,6,3319049,6.04,6.05,5.95,6,3319049,0,,,,,,,,,,,
Ticker,BBW,2020-02-13,,USD,4.4,4.41,4.4725,4.37,4.4,85536,4.41,4.4725,4.37,4.4,85536,0,,,,,,,,,,,
Ticker,WFC-P-V,2020-02-13,,USD,26.1241,26.09,26.16,26.09,26.1241,185540,26.09,26.16,26.09,26.1241,185540,0,,,,,,,,,,,
Ticker,HJV,2020-02-13,,USD,6.0321,6.014,6.0321,5.95,6.0321,2150,6.014,6.0321,5.95,6.0321,2150,0,,,,,,,,,,,
Ticker,SFL,2020-02-13,,USD,13.34,13.33,13.515,13.3,13.34,499546,13.33,13.515,13.3,13.34,499546,0,,,,,,,,,,,
Ticker,NTIP,2020-02-13,,USD,2.3961,2.42,2.43,2.3961,2.3961,6277,2.42,2.43,2.3961,2.3961,6277,0,,,,,,,,,,,
Ticker,CBD,2020-02-13,,USD,19.89,19.96,19.99,19.65,19.89,384589,19.96,19.99,19.65,19.89,384589,0,,,,,,,,,,,
Ticker,TMHC,2020-02-13,,USD,27.47,26.71,27.56,26.48,27.47,2394973,26.71,27.56,26.48,27.47,2394973,0,,,,,,,,,,,
Ticker,LGL,2020-02-13,,USD,14.3,14.3105,14.4689,14.3,14.3,4418,14.3105,14.4689,14.3,14.3,4418,0,,,,,,,,,,,
Ticker,COT,2020-02-13,,USD,15.82,15.65,15.86,15.62,15.82,1151068,15.65,15.86,15.62,15.82,1151068,0,,,,,,,,,,,
Ticker,CUBI-P-C,2020-02-13,,USD,25.7,25.67,25.7,25.67,25.7,2350,25.67,25.7,25.67,25.7,2350,0,,,,,,,,,,,
Ticker,RPT-P-D,2020-02-13,,USD,57.9982,57.9982,57.9982,57.9982,57.9982,68,57.9982,57.9982,57.9982,57.9982,68,0,,,,,,,,,,,
Ticker,AVH,2020-02-13,,USD,4.84,4.94,4.98,4.81,4.84,331500,4.94,4.98,4.81,4.84,331500,0,,,,,,,,,,,
Ticker,APAM,2020-02-13,,USD,36.22,36.8,36.918,36.1406,36.22,305862,36.8,36.918,36.1406,36.22,305862,1.28,,,,,,,,,,,
Ticker,AIG-WS,2020-02-13,,USD,9.5,13.35,14.21,9.453,9.5,716693,13.35,14.21,9.453,9.5,716693,0,,,,,,,,,,,
Ticker,HII,2020-02-13,,USD,250.36,260.07,264.65,249.08,250.36,635606,260.07,264.65,249.08,250.36,635606,0,,,,,,,,,,,
Ticker,BKH,2020-02-13,,USD,84.86,83.33,84.98,83.19,84.86,231486,83.33,84.98,83.19,84.86,231486,0.535,,,,,,,,,,,
Ticker,ATU,2020-02-13,,USD,24.94,24.77,24.94,24.65,24.94,204296,24.77,24.94,24.65,24.94,204296,0,,,,,,,,,,,
Ticker,CEPU,2020-02-13,,USD,3.67,3.71,3.74,3.52,3.67,143607,3.71,3.74,3.52,3.67,143607,0,,,,,,,,,,,
Ticker,CME,2020-02-13,,USD,208.31,207.7,210.25,206.87,208.31,1094153,207.7,210.25,206.87,208.31,1094153,0,,,,,,,,,,,
Ticker,UMH-P-D,2020-02-13,,USD,25.06,25.08,25.08,25.04,25.06,243677,24.6835925471382,24.6835925471382,24.6442247759307,24.6639086615345,243677,0,,,,,,,,,,,
Ticker,GME,2020-02-13,,USD,4.11,4.12,4.26,4.07,4.11,2081693,4.12,4.26,4.07,4.11,2081693,0,,,,,,,,,,,
Ticker,AGM,2020-02-13,,USD,72.79,72.18,73.257,71.9775,72.79,38613,72.18,73.257,71.9775,72.79,38613,0,,,,,,,,,,,
Ticker,NAK,2020-02-13,,USD,0.654,0.55,0.66,0.525,0.654,11910317,0.55,0.66,0.525,0.654,11910317,0,,,,,,,,,,,
Ticker,AR,2020-02-13,,USD,1.76,1.78,1.88,1.705,1.76,14550531,1.78,1.88,1.705,1.76,14550531,0,,,,,,,,,,,
Ticker,NKE,2020-02-13,,USD,103.37,102.51,103.74,101.68,103.37,5386763,102.51,103.74,101.68,103.37,5386763,0,,,,,,,,,,,
Ticker,BRN,2020-02-13,,USD,1.04,1.17,1.38,1.03,1.04,239169,1.17,1.38,1.03,1.04,239169,0,,,,,,,,,,,
Ticker,ORAN,2020-02-13,,USD,14.31,14.25,14.39,14.22,14.31,1287098,14.25,14.39,14.22,14.31,1287098,0,,,,,,,,,,,
Ticker,NM,2020-02-13,,USD,3.92,4.08,4.105,3.85,3.92,70283,4.08,4.105,3.85,3.92,70283,0,,,,,,,,,,,
Ticker,RYI,2020-02-13,,USD,9.85,10.1,10.12,9.8,9.85,46554,10.1,10.12,9.8,9.85,46554,0,,,,,,,,,,,
Ticker,GIB,2020-02-13,,USD,76.98,76.95,77.53,76.58,76.98,142649,76.95,77.53,76.58,76.98,142649,0,,,,,,,,,,,
Ticker,ZAYO,2020-02-13,,USD,34.92,34.89,34.92,34.88,34.92,1469958,34.89,34.92,34.88,34.92,1469958,0,,,,,,,,,,,
Ticker,AIC,2020-02-13,,USD,24.535,24.44,24.62,24.44,24.535,1603,24.44,24.62,24.44,24.535,1603,0,,,,,,,,,,,
Ticker,SB-P-C,2020-02-13,,USD,21.95,21.92,21.95,21.92,21.95,320,21.92,21.95,21.92,21.95,320,0,,,,,,,,,,,
Ticker,OGE,2020-02-13,,USD,45.77,45.78,45.98,45.52,45.77,959051,45.78,45.98,45.52,45.77,959051,0,,,,,,,,,,,
Ticker,CHCT,2020-02-13,,USD,49.94,48.82,50.2,48.82,49.94,63317,48.4163691271845,49.7849596514679,48.4163691271845,49.5271092628348,63317,0,,,,,,,,,,,
Ticker,BJ,2020-02-13,,USD,22.01,21.62,22.2,21.59,22.01,1064899,21.62,22.2,21.59,22.01,1064899,0,,,,,,,,,,,
Ticker,CW,2020-02-13,,USD,148.1,147.98,148.465,147.67,148.1,281304,147.98,148.465,147.67,148.1,281304,0,,,,,,,,,,,
Ticker,BDC,2020-02-13,,USD,51.59,51.09,51.755,50.81,51.59,224200,51.09,51.755,50.81,51.59,224200,0,,,,,,,,,,,
Ticker,FTNW,2020-02-13,,USD,1.5,1.5,1.5,1.5,1.5,0,1.5,1.5,1.5,1.5,0,0,,,,,,,,,,,
Ticker,WEX,2020-02-13,,USD,228.62,218.26,231.71,214.42,228.62,978734,218.26,231.71,214.42,228.62,978734,0,,,,,,,,,,,
Ticker,HDB,2020-02-13,,USD,59.73,59.65,60.06,59.2,59.73,1210489,59.65,60.06,59.2,59.73,1210489,0,,,,,,,,,,,
Ticker,SRLP,2020-02-13,,USD,15.19,15.35,15.4622,15.177,15.19,31636,15.35,15.4622,15.177,15.19,31636,0,,,,,,,,,,,
Ticker,RBA,2020-02-13,,USD,42.78,42.72,42.85,42.62,42.78,199176,42.72,42.85,42.62,42.78,199176,0.2,,,,,,,,,,,
Ticker,PRE-P-H,2020-02-13,,USD,27.36,27.17,27.44,27.17,27.36,26126,27.17,27.44,27.17,27.36,26126,0,,,,,,,,,,,
Ticker,NMK-P-C,2020-02-13,,USD,100,101,101,100,100,341,101,101,100,100,341,0,,,,,,,,,,,
Ticker,TCRZ,2020-02-13,,USD,25.54,25.54,25.54,25.54,25.54,100,25.54,25.54,25.54,25.54,100,0,,,,,,,,,,,
Ticker,SNV,2020-02-13,,USD,37.18,36.72,37.26,36.55,37.18,980692,36.72,37.26,36.55,37.18,980692,0,,,,,,,,,,,
Ticker,CHT,2020-02-13,,USD,36.35,36.07,36.35,36.07,36.35,68326,36.07,36.35,36.07,36.35,68326,0,,,,,,,,,,,
Ticker,TAP,2020-02-13,,USD,55.36,55.28,55.73,54.47,55.36,2232893,55.28,55.73,54.47,55.36,2232893,0,,,,,,,,,,,
Ticker,PUMP,2020-02-13,,USD,10.22,9.91,10.26,9.79,10.22,926842,9.91,10.26,9.79,10.22,926842,0,,,,,,,,,,,
Ticker,KFS,2020-02-13,,USD,1.736,1.736,1.736,1.736,1.736,36,1.736,1.736,1.736,1.736,36,0,,,,,,,,,,,
Ticker,DK,2020-02-13,,USD,28.77,28.57,29.49,28.56,28.77,709413,28.57,29.49,28.56,28.77,709413,0,,,,,,,,,,,
Ticker,NTP,2020-02-13,,USD,8.46,8.59,8.75,8.46,8.46,19858,8.59,8.75,8.46,8.46,19858,0,,,,,,,,,,,
