Stock_IdType,Stock_Id,PriceDate,PriceInstant,PriceCurrency,LastOrMidPrice,Open,High,Low,Close,Volume,AdjustedOpen,AdjustedHigh,AdjustedLow,AdjustedClose,AdjustedVolume,Dividend,SplitFactor,QuoteTimestamp,LastSaleTimestamp,AskSize,AskPrice,BidPrice,BidSize,LastPrice,LastSize,PrevClosePrice,MidPrice
Ticker,AAU,2020-02-13,,USD,0.4413,0.44,0.45,0.436,0.4413,300657,0.44,0.45,0.436,0.4413,300657,0,,,,,,,,,,,
Ticker,BBY,2020-02-13,,USD,90.4,90.48,91.31,90.2,90.4,1725449,90.48,91.31,90.2,90.4,1725449,0,,,,,,,,,,,
Ticker,RGR,2020-02-13,,USD,51.56,52,52.181,51.4,51.56,58645,52,52.181,51.4,51.56,58645,0,,,,,,,,,,,
Ticker,GMRE,2020-02-13,,USD,15.6,15.16,15.65,15.16,15.6,305896,15.16,15.65,15.16,15.6,305896,0,,,,,,,,,,,
Ticker,UUU,2020-02-13,,USD,0.7065,0.7251,0.7251,0.7,0.7065,11631,0.7251,0.7251,0.7,0.7065,11631,0,,,,,,,,,,,
Ticker,CSU,2020-02-13,,USD,2.79,2.93,2.97,2.76,2.79,65750,2.93,2.97,2.76,2.79,65750,0,,,,,,,,,,,
Ticker,RLGT,2020-02-13,,USD,4.98,4.86,4.98,4.81,4.98,141186,4.86,4.98,4.81,4.98,141186,0,,,,,,,,,,,
Ticker,CLX,2020-02-13,,USD,164.77,164.58,165.13,163.81,164.77,787770,164.58,165.13,163.81,164.77,787770,0,,,,,,,,,,,
Ticker,DLX,2020-02-13,,USD,40.83,40.64,41.03,39.86,40.83,409216,40.3394082840237,40.7265236686391,39.5651775147929,40.5280029585799,409216,0,,,,,,,,,,,
Ticker,TVE,2020-02-13,,USD,26.06,26.07,26.1,26.0187,26.06,4861,26.07,26.1,26.0187,26.06,4861,0,,,,,,,,,,,
Ticker,HE,2020-02-13,,USD,49.74,48.73,49.9,48.28,49.74,666143,48.73,49.9,48.28,49.74,666143,0,,,,,,,,,,,
Ticker,SDPI,2020-02-13,,USD,0.68,0.7,0.71,0.669,0.68,78917,0.7,0.71,0.669,0.68,78917,0,,,,,,,,,,,
Ticker,ZB-P-A,2020-02-13,,USD,24.8233,24.8001,24.95,24.8001,24.8233,532,24.8001,24.95,24.8001,24.8233,532,0,,,,,,,,,,,
Ticker,CDE,2020-02-13,,USD,6.11,6,6.18,5.98,6.11,2865290,6,6.18,5.98,6.11,2865290,0,,,,,,,,,,,
Ticker,ANH,2020-02-13,,USD,3.7,3.6,3.7,3.6,3.7,497794,3.6,3.7,3.6,3.7,497794,0,,,,,,,,,,,
Ticker,TGE,2020-02-13,,USD,22.27,22.28,22.3,22.26,22.27,2017248,22.28,22.3,22.26,22.27,2017248,0,,,,,,,,,,,
Ticker,GSAT,2020-02-13,,USD,0.456,0.47,0.475,0.455,0.456,654052,0.47,0.475,0.455,0.456,654052,0,,,,,,,,,,,
Ticker,HIL,2020-02-13,,USD,3.44,3.45,3.54,3.39,3.44,69807,3.45,3.54,3.39,3.44,69807,0,,,,,,,,,,,
Ticker,BAX,2020-02-13,,USD,92.57,91.36,92.89,90.99,92.57,2146076,91.36,92.89,90.99,92.57,2146076,0,,,,,,,,,,,
Ticker,REED,2020-02-13,,USD,1.08,1.06,1.13,1.05,1.08,83477,1.06,1.13,1.05,1.08,83477,0,,,,,,,,,,,
Ticker,GJT,2020-02-13,,USD,21.75,21.75,21.75,21.75,21.75,0,21.75,21.75,21.75,21.75,0,0,,,,,,,,,,,
Ticker,BDL,2020-02-13,,USD,21.88,21.75,21.88,21.4899,21.88,3457,21.75,21.88,21.4899,21.88,3457,0,,,,,,,,,,,
Ticker,MLI,2020-02-13,,USD,32.8,32.72,33.255,32.57,32.8,102499,32.72,33.255,32.57,32.8,102499,0,,,,,,,,,,,
Ticker,STAR,2020-02-13,,USD,15.9,15.3,16,15.3,15.9,792220,15.3,16,15.3,15.9,792220,0,,,,,,,,,,,
Ticker,BEDU,2020-02-13,,USD,9.06,8.87,9.19,8.84,9.06,34616,8.87,9.19,8.84,9.06,34616,0,,,,,,,,,,,
Ticker,ZDGE,2020-02-13,,USD,1.45,1.54,1.54,1.45,1.45,23299,1.54,1.54,1.45,1.45,23299,0,,,,,,,,,,,
Ticker,AXU,2020-02-13,,USD,1.77,1.76,1.81,1.75,1.77,671969,1.76,1.81,1.75,1.77,671969,0,,,,,,,,,,,
Ticker,HMI,2020-02-13,,USD,13.99,14.63,14.8,13.9,13.99,368943,14.63,14.8,13.9,13.99,368943,0,,,,,,,,,,,
Ticker,AN,2020-02-13,,USD,47.86,47.31,48.01,47.04,47.86,823275,47.31,48.01,47.04,47.86,823275,0,,,,,,,,,,,
Ticker,FL,2020-02-13,,USD,40.96,40.77,41.08,40.2555,40.96,1876768,40.77,41.08,40.2555,40.96,1876768,0,,,,,,,,,,,
Ticker,PE,2020-02-13,,USD,16.76,16.69,16.98,16.5996,16.76,3599019,16.69,16.98,16.5996,16.76,3599019,0,,,,,,,,,,,
Ticker,JCAP,2020-02-13,,USD,20.42,20.28,20.42,20.28,20.42,130766,20.28,20.42,20.28,20.42,130766,0,,,,,,,,,,,
Ticker,LADR,2020-02-13,,USD,18.85,18.86,18.969,18.83,18.85,287121,18.86,18.969,18.83,18.85,287121,0,,,,,,,,,,,
Ticker,ELF,2020-02-13,,USD,19.84,18.87,19.92,18.6,19.84,1796898,18.87,19.92,18.6,19.84,1796898,0,,,,,,,,,,,
Ticker,UHT,2020-02-13,,USD,130.37,127.21,130.94,126.97,130.37,41453,127.21,130.94,126.97,130.37,41453,0,,,,,,,,,,,
Ticker,PRE-P-F,2020-02-13,,USD,25.875,25.91,25.92,25.875,25.875,2250,25.91,25.92,25.875,25.875,2250,0,,,,,,,,,,,
Ticker,SAIL,2020-02-13,,USD,25.36,25.01,25.46,25,25.36,821406,25.01,25.46,25,25.36,821406,0,,,,,,,,,,,
Ticker,PNC-P-P,2020-02-13,,USD,27.63,27.59,27.6743,27.5702,27.63,61450,27.59,27.6743,27.5702,27.63,61450,0,,,,,,,,,,,
Ticker,DS,2020-02-13,,USD,3.5,3.53,3.58,3.48,3.5,390273,3.53,3.58,3.48,3.5,390273,0,,,,,,,,,,,
Ticker,CAT,2020-02-13,,USD,139.72,140,140.5,138.43,139.72,3316282,140,140.5,138.43,139.72,3316282,0,,,,,,,,,,,
Ticker,CYD,2020-02-13,,USD,12.83,12.97,13.03,12.74,12.83,38148,12.97,13.03,12.74,12.83,38148,0,,,,,,,,,,,
Ticker,ARW,2020-02-13,,USD,79.21,79.77,79.93,78.41,79.21,440678,79.77,79.93,78.41,79.21,440678,0,,,,,,,,,,,
Ticker,UZB,2020-02-13,,USD,26.45,26.51,26.66,26.45,26.45,6897,26.51,26.66,26.45,26.45,6897,0,,,,,,,,,,,
Ticker,ACH,2020-02-13,,USD,7.33,7.29,7.33,7.26,7.33,35398,7.29,7.33,7.26,7.33,35398,0,,,,,,,,,,,
Ticker,SLB,2020-02-13,,USD,34.67,34.84,35.02,33.97,34.67,11717294,34.84,35.02,33.97,34.67,11717294,0,,,,,,,,,,,
Ticker,CHMI-P-A,2020-02-13,,USD,26.084,25.986,26.09,25.986,26.084,2388,25.986,26.09,25.986,26.084,2388,0,,,,,,,,,,,
Ticker,ATUS,2020-02-13,,USD,27.97,28.92,29.41,27.97,27.97,15860416,28.92,29.41,27.97,27.97,15860416,0,,,,,,,,,,,
Ticker,NSPR,2020-02-13,,USD,1.11,1.14,1.15,1.09,1.11,63416,1.14,1.15,1.09,1.11,63416,0,,,,,,,,,,,
Ticker,VCRA,2020-02-13,,USD,24.85,23.79,24.96,23.79,24.85,239019,23.79,24.96,23.79,24.85,239019,0,,,,,,,,,,,
Ticker,CMRE,2020-02-13,,USD,7.54,7.8,7.8,7.53,7.54,601963,7.8,7.8,7.53,7.54,601963,0,,,,,,,,,,,
Ticker,EW,2020-02-13,,USD,226.54,225.17,229.425,225.17,226.54,1389385,225.17,229.425,225.17,226.54,1389385,0,,,,,,,,,,,
Ticker,VOYA,2020-02-13,,USD,62.54,61.21,62.76,60.9,62.54,1735475,61.21,62.76,60.9,62.54,1735475,0,,,,,,,,,,,
Ticker,LII,2020-02-13,,USD,241.64,239.89,243.1,239.61,241.64,226382,239.89,243.1,239.61,241.64,226382,0,,,,,,,,,,,
Ticker,GRA,2020-02-13,,USD,63.17,62.72,63.29,62.53,63.17,356993,62.72,63.29,62.53,63.17,356993,0,,,,,,,,,,,
Ticker,ETM,2020-02-13,,USD,4.56,4.41,4.58,4.4037,4.56,416918,4.41,4.58,4.4037,4.56,416918,0,,,,,,,,,,,
Ticker,PSTG,2020-02-13,,USD,18.88,19.09,19.21,18.85,18.88,2296045,19.09,19.21,18.85,18.88,2296045,0,,,,,,,,,,,
Ticker,CCL,2020-02-13,,USD,43.2,43.26,43.6,42.76,43.2,6661782,43.26,43.6,42.76,43.2,6661782,0,,,,,,,,,,,
Ticker,FET,2020-02-13,,USD,1.14,1.07,1.25,1.07,1.14,753565,1.07,1.25,1.07,1.14,753565,0,,,,,,,,,,,
Ticker,TPR,2020-02-13,,USD,28.83,29.08,29.26,28.54,28.83,3771240,29.08,29.26,28.54,28.83,3771240,0,,,,,,,,,,,
Ticker,MRC,2020-02-13,,USD,11.44,11.34,11.45,11.16,11.44,979033,11.34,11.45,11.16,11.44,979033,0,,,,,,,,,,,
Ticker,MSB,2020-02-13,,USD,20.2,20.35,20.42,20.02,20.2,34907,20.35,20.42,20.02,20.2,34907,0,,,,,,,,,,,
Ticker,BSBR,2020-02-13,,USD,9.57,9.66,9.68,9.49,9.57,1008727,9.66,9.68,9.49,9.57,1008727,0,,,,,,,,,,,
Ticker,SUZ,2020-02-13,,USD,9.48,9.54,9.69,9.45,9.48,633639,9.54,9.69,9.45,9.48,633639,0,,,,,,,,,,,
Ticker,IQV,2020-02-13,,USD,165.79,164.8,166.03,162.64,165.79,1439956,164.8,166.03,162.64,165.79,1439956,0,,,,,,,,,,,
Ticker,MLP,2020-02-13,,USD,12.9,12.74,12.92,12.5285,12.9,9463,12.74,12.92,12.5285,12.9,9463,0,,,,,,,,,,,
Ticker,ALLY,2020-02-13,,USD,33.06,32.94,33.11,32.78,33.06,2004955,32.94,33.11,32.78,33.06,2004955,0,,,,,,,,,,,
Ticker,SPLP-P-A,2020-02-13,,USD,22.819,22.8499,22.8499,22.8,22.819,6715,22.8499,22.8499,22.8,22.819,6715,0,,,,,,,,,,,
Ticker,FE,2020-02-13,,USD,51.98,51.58,52.04,51.39,51.98,2374389,51.58,52.04,51.39,51.98,2374389,0,,,,,,,,,,,
Ticker,SKT,2020-02-13,,USD,13.12,13.15,13.27,13.03,13.12,3075705,13.15,13.27,13.03,13.12,3075705,0,,,,,,,,,,,
Ticker,BH,2020-02-13,,USD,114.14,115.16,115.16,113.54,114.14,758,115.16,115.16,113.54,114.14,758,0,,,,,,,,,,,
Ticker,WCC,2020-02-13,,USD,48.32,47.9,48.45,47.01,48.32,640217,47.9,48.45,47.01,48.32,640217,0,,,,,,,,,,,
Ticker,TRC,2020-02-13,,USD,16.38,16.18,16.38,16.18,16.38,37747,16.18,16.38,16.18,16.38,37747,0,,,,,,,,,,,
Ticker,GTN-A,2020-02-13,,USD,19.2,20.35,20.4,19.06,19.2,7088,20.35,20.4,19.06,19.2,7088,0,,,,,,,,,,,
Ticker,VRTV,2020-02-13,,USD,13.29,13.5,13.57,13.03,13.29,60564,13.5,13.57,13.03,13.29,60564,0,,,,,,,,,,,
Ticker,RDN,2020-02-13,,USD,24.39,24.47,24.68,24.33,24.39,1094475,24.47,24.68,24.33,24.39,1094475,0,,,,,,,,,,,
Ticker,STNG,2020-02-13,,USD,23.22,23.34,23.99,22.83,23.22,774849,23.34,23.99,22.83,23.22,774849,0,,,,,,,,,,,
Ticker,RH,2020-02-13,,USD,238.65,240,243.4,237.81,238.65,774226,240,243.4,237.81,238.65,774226,0,,,,,,,,,,,
Ticker,CSLT,2020-02-13,,USD,1.26,1.31,1.36,1.24,1.26,386283,1.31,1.36,1.24,1.26,386283,0,,,,,,,,,,,
Ticker,SNAP,2020-02-13,,USD,17.59,17.22,17.74,17.17,17.59,13753133,17.22,17.74,17.17,17.59,13753133,0,,,,,,,,,,,
Ticker,SDRL,2020-02-13,,USD,1.42,1.45,1.4673,1.4,1.42,572300,1.45,1.4673,1.4,1.42,572300,0,,,,,,,,,,,
Ticker,AXR,2020-02-13,,USD,5.9,5.74,5.9,5.74,5.9,2511,5.74,5.9,5.74,5.9,2511,0,,,,,,,,,,,
Ticker,CACI,2020-02-13,,USD,278.03,271.95,279.2,271.75,278.03,142533,271.95,279.2,271.75,278.03,142533,0,,,,,,,,,,,
Ticker,ENV,2020-02-13,,USD,85.49,82.99,85.83,82.99,85.49,346635,82.99,85.83,82.99,85.49,346635,0,,,,,,,,,,,
Ticker,ELY,2020-02-13,,USD,19.54,19.58,19.75,19.34,19.54,1791005,19.58,19.75,19.34,19.54,1791005,0,,,,,,,,,,,
Ticker,NEWM,2020-02-13,,USD,6.38,6.41,6.48,6.3495,6.38,1039856,6.41,6.48,6.3495,6.38,1039856,0,,,,,,,,,,,
Ticker,ERJ,2020-02-13,,USD,17.61,17.44,17.67,17.255,17.61,662377,17.44,17.67,17.255,17.61,662377,0,,,,,,,,,,,
Ticker,ANF,2020-02-13,,USD,17.16,17.16,17.295,16.84,17.16,891578,17.16,17.295,16.84,17.16,891578,0,,,,,,,,,,,
Ticker,GRX-P-B,2020-02-13,,USD,26.14,26.14,26.14,26.04,26.14,1575,26.14,26.14,26.04,26.14,1575,0,,,,,,,,,,,
Ticker,BX,2020-02-13,,USD,62.94,62.8,63.56,62.51,62.94,3845908,62.8,63.56,62.51,62.94,3845908,0,,,,,,,,,,,
Ticker,EBR,2020-02-13,,USD,8.07,8.07,8.2,8.05,8.07,342189,8.07,8.2,8.05,8.07,342189,0,,,,,,,,,,,
Ticker,BML-P-H,2020-02-13,,USD,22.5136,22.69,22.69,22.48,22.5136,18724,22.69,22.69,22.48,22.5136,18724,0.19167,,,,,,,,,,,
Ticker,JT,2020-02-13,,USD,1.2,1.17,1.24,1.1,1.2,82503,1.17,1.24,1.1,1.2,82503,0,,,,,,,,,,,
Ticker,IBP,2020-02-13,,USD,74.72,74.46,76.24,74.46,74.72,141489,74.46,76.24,74.46,74.72,141489,0,,,,,,,,,,,
Ticker,TEVA,2020-02-13,,USD,12.57,13.39,13.39,12.52,12.57,28327201,13.39,13.39,12.52,12.57,28327201,0,,,,,,,,,,,
Ticker,ECCX,2020-02-13,,USD,25.8516,25.9,25.93,25.8,25.8516,2350,25.9,25.93,25.8,25.8516,2350,0,,,,,,,,,,,
Ticker,SQ,2020-02-13,,USD,80.99,79.3,82.54,79.08,80.99,6868779,79.3,82.54,79.08,80.99,6868779,0,,,,,,,,,,,
Ticker,CWT,2020-02-13,,USD,55.91,54.89,56,54.8,55.91,141609,54.89,56,54.8,55.91,141609,0,,,,,,,,,,,
Ticker,JMP,2020-02-13,,USD,3.03,3.03,3.0334,3.03,3.03,1131,3.03,3.0334,3.03,3.03,1131,0,,,,,,,,,,,
Ticker,AHT-P-G,2020-02-13,,USD,22.47,22.39,22.47,22.36,22.47,14975,22.39,22.47,22.36,22.47,14975,0,,,,,,,,,,,
Ticker,WW,2020-02-13,,USD,36.55,36.42,36.89,35.81,36.55,1730214,36.42,36.89,35.81,36.55,1730214,0,,,,,,,,,,,
Ticker,SCE-P-K,2020-02-13,,USD,25.01,25.07,25.07,24.87,25.01,20532,25.07,25.07,24.87,25.01,20532,0,,,,,,,,,,,
Ticker,SWM,2020-02-13,,USD,35.75,36.13,36.21,35.73,35.75,152633,36.13,36.21,35.73,35.75,152633,0,,,,,,,,,,,
Ticker,USFD,2020-02-13,,USD,40.44,40.43,40.58,40.19,40.44,1280960,40.43,40.58,40.19,40.44,1280960,0,,,,,,,,,,,
Ticker,BIO,2020-02-13,,USD,379.34,373.1,381.37,373.1,379.34,137329,373.1,381.37,373.1,379.34,137329,0,,,,,,,,,,,
Ticker,FRO,2020-02-13,,USD,8.2,8.26,8.37,8.18,8.2,1071231,8.26,8.37,8.18,8.2,1071231,0,,,,,,,,,,,
Ticker,TNP-P-D,2020-02-13,,USD,25.044,25.02,25.1,24.9352,25.044,4101,25.02,25.1,24.9352,25.044,4101,0,,,,,,,,,,,
Ticker,AIW,2020-02-13,,USD,24.71,24.71,24.71,24.71,24.71,352,24.71,24.71,24.71,24.71,352,0,,,,,,,,,,,
Ticker,CNO,2020-02-13,,USD,19.75,19.46,19.81,19.38,19.75,1274524,19.46,19.81,19.38,19.75,1274524,0,,,,,,,,,,,
Ticker,PIY,2020-02-13,,USD,11.44,11.4,11.5,11.4,11.44,3339,11.4,11.5,11.4,11.44,3339,0,,,,,,,,,,,
Ticker,BURL,2020-02-13,,USD,244.14,240.41,244.2,240,244.14,524323,240.41,244.2,240,244.14,524323,0,,,,,,,,,,,
Ticker,DPW,2020-02-13,,USD,1.6,1.5,1.7,1.45,1.6,517366,1.5,1.7,1.45,1.6,517366,0,,,,,,,,,,,
Ticker,CUB,2020-02-13,,USD,65.23,64.26,65.45,64.11,65.23,136920,64.26,65.45,64.11,65.23,136920,0,,,,,,,,,,,
Ticker,JEC,2020-02-13,,USD,99.23,99.04,99.65,97.835,99.23,1046569,99.04,99.65,97.835,99.23,1046569,0,,,,,,,,,,,
Ticker,MET-P-E,2020-02-13,,USD,27.9975,28.09,28.1,27.87,27.9975,53778,28.09,28.1,27.87,27.9975,53778,0,,,,,,,,,,,
Ticker,WFC-P-Y,2020-02-13,,USD,26.774,26.73,26.84,26.73,26.774,31122,26.73,26.84,26.73,26.774,31122,0,,,,,,,,,,,
Ticker,BBVA,2020-02-13,,USD,5.71,5.71,5.73,5.69,5.71,16934491,5.71,5.73,5.69,5.71,16934491,0,,,,,,,,,,,
Ticker,AB,2020-02-13,,USD,34.55,35.25,35.25,34.45,34.55,460892,35.25,35.25,34.45,34.55,460892,0,,,,,,,,,,,
Ticker,GV,2020-02-13,,USD,3.83,3.67,3.9095,3.67,3.83,54115,3.67,3.9095,3.67,3.83,54115,0,,,,,,,,,,,
Ticker,SMFG,2020-02-13,,USD,7.06,7.1,7.1,7.04,7.06,887580,7.1,7.1,7.04,7.06,887580,0,,,,,,,,,,,
Ticker,CWH,2020-02-13,,USD,15.89,15.38,15.94,15.3,15.89,322147,15.38,15.94,15.3,15.89,322147,0,,,,,,,,,,,
Ticker,FLO,2020-02-13,,USD,22.39,22.17,22.445,22.08,22.39,1048984,22.17,22.445,22.08,22.39,1048984,0,,,,,,,,,,,
Ticker,EPR,2020-02-13,,USD,70.21,70.38,70.77,69.72,70.21,735477,70.38,70.77,69.72,70.21,735477,0,,,,,,,,,,,
Ticker,PHM,2020-02-13,,USD,46.69,46.5,47.01,46.39,46.69,2796771,46.5,47.01,46.39,46.69,2796771,0,,,,,,,,,,,
Ticker,MCB,2020-02-13,,USD,49.88,49.62,49.88,49.3,49.88,8700,49.62,49.88,49.3,49.88,8700,0,,,,,,,,,,,
Ticker,KWR,2020-02-13,,USD,182.11,182.71,182.71,178.67,182.11,122418,182.71,182.71,178.67,182.11,122418,0,,,,,,,,,,,
Ticker,JAX,2020-02-13,,USD,9.96,10,10.08,9.815,9.96,41855,10,10.08,9.815,9.96,41855,0,,,,,,,,,,,
Ticker,MTW,2020-02-13,,USD,12.95,12.9,13.11,12.77,12.95,513924,12.9,13.11,12.77,12.95,513924,0,,,,,,,,,,,
Ticker,VRS,2020-02-13,,USD,18.95,19.12,19.21,18.83,18.95,129788,19.12,19.21,18.83,18.95,129788,0,,,,,,,,,,,
Ticker,AQUA,2020-02-13,,USD,23.48,23.38,23.7,23.2,23.48,540576,23.38,23.7,23.2,23.48,540576,0,,,,,,,,,,,
Ticker,RLH,2020-02-13,,USD,2.78,2.66,2.8,2.59,2.78,119418,2.66,2.8,2.59,2.78,119418,0,,,,,,,,,,,
Ticker,PDM,2020-02-13,,USD,24.33,24.22,24.355,24.09,24.33,594527,24.22,24.355,24.09,24.33,594527,0,,,,,,,,,,,
Ticker,EMR,2020-02-13,,USD,73.14,74.35,74.49,72.39,73.14,3549835,74.35,74.49,72.39,73.14,3549835,0.5,,,,,,,,,,,
Ticker,STWD,2020-02-13,,USD,25.88,25.87,25.95,25.84,25.88,1229227,25.87,25.95,25.84,25.88,1229227,0,,,,,,,,,,,
Ticker,IVZ,2020-02-13,,USD,18.01,18.43,18.5,18.01,18.01,3750920,18.43,18.5,18.01,18.01,3750920,0,,,,,,,,,,,
Ticker,DLA,2020-02-13,,USD,23.08,22.56,23.52,22.56,23.08,10330,22.56,23.52,22.56,23.08,10330,0,,,,,,,,,,,
Ticker,BUD,2020-02-13,,USD,73.7,73.13,74.11,72.9,73.7,1370416,73.13,74.11,72.9,73.7,1370416,0,,,,,,,,,,,
Ticker,GS-P-A,2020-02-13,,USD,22.79,22.72,22.83,22.6906,22.79,46567,22.72,22.83,22.6906,22.79,46567,0,,,,,,,,,,,
Ticker,BLL,2020-02-13,,USD,77.17,76.53,77.52,75.85,77.17,1122334,76.53,77.52,75.85,77.17,1122334,0,,,,,,,,,,,
Ticker,MNK,2020-02-13,,USD,4.93,5.35,5.38,4.82,4.93,6731466,5.35,5.38,4.82,4.93,6731466,0,,,,,,,,,,,
Ticker,GNE,2020-02-13,,USD,7.92,7.61,7.99,7.61,7.92,85002,7.61,7.99,7.61,7.92,85002,0,,,,,,,,,,,
Ticker,HTGC,2020-02-13,,USD,15.25,15.1,15.255,15.05,15.25,509759,15.1,15.255,15.05,15.25,509759,0,,,,,,,,,,,
Ticker,DEI,2020-02-13,,USD,44.42,43.6,44.47,43.6,44.42,718741,43.6,44.47,43.6,44.42,718741,0,,,,,,,,,,,
Ticker,UAA,2020-02-13,,USD,16.76,16.89,17.05,16.58,16.76,7957411,16.89,17.05,16.58,16.76,7957411,0,,,,,,,,,,,
Ticker,ANET,2020-02-13,,USD,237.62,232.5,241.35,232.4,237.62,1516207,232.5,241.35,232.4,237.62,1516207,0,,,,,,,,,,,
Ticker,W,2020-02-13,,USD,82.16,94.25,94.74,81.95,82.16,7106018,94.25,94.74,81.95,82.16,7106018,0,,,,,,,,,,,
Ticker,QTWO,2020-02-13,,USD,87.94,86.6,87.98,86.6,87.94,169940,86.6,87.98,86.6,87.94,169940,0,,,,,,,,,,,
Ticker,OXM,2020-02-13,,USD,70.21,70.4,70.69,69.41,70.21,57973,70.4,70.69,69.41,70.21,57973,0,,,,,,,,,,,
Ticker,WSM,2020-02-13,,USD,73.99,74.09,74.38,73.66,73.99,452155,74.09,74.38,73.66,73.99,452155,0,,,,,,,,,,,
Ticker,TGC,2020-02-13,,USD,0.5901,0.565,0.59209,0.565,0.5901,4444,0.565,0.59209,0.565,0.5901,4444,0,,,,,,,,,,,
Ticker,PSB-P-Y,2020-02-13,,USD,26.67,26.74,26.8043,26.67,26.67,4070,26.74,26.8043,26.67,26.67,4070,0,,,,,,,,,,,
Ticker,TSN,2020-02-13,,USD,81.18,80.27,81.53,79.71,81.18,2471609,80.27,81.53,79.71,81.18,2471609,0,,,,,,,,,,,
Ticker,BCRH,2020-02-13,,USD,7.05,7.0639,7.08,7.05,7.05,1741,7.0639,7.08,7.05,7.05,1741,0,,,,,,,,,,,
Ticker,JHG,2020-02-13,,USD,26.41,26.85,26.99,26.38,26.41,1594770,26.4727166276347,26.6107494145199,26.0093208430913,26.0388992974239,1594770,0,,,,,,,,,,,
Ticker,BDR,2020-02-13,,USD,0.7954,0.7954,0.7954,0.7954,0.7954,453,0.7954,0.7954,0.7954,0.7954,453,0,,,,,,,,,,,
Ticker,ARGD,2020-02-13,,USD,26.126,26.06,26.131,26.06,26.126,1592,26.06,26.131,26.06,26.126,1592,0,,,,,,,,,,,
Ticker,YEXT,2020-02-13,,USD,16.15,15.72,16.23,15.63,16.15,585826,15.72,16.23,15.63,16.15,585826,0,,,,,,,,,,,
Ticker,DF,2020-02-13,,USD,0.191,0.1975,0.2099,0.188,0.191,371138,0.1975,0.2099,0.188,0.191,371138,0,,,,,,,,,,,
Ticker,PBY,2020-02-13,,USD,25.94,26.0968,26.13,25.92,25.94,18547,26.0968,26.13,25.92,25.94,18547,0,,,,,,,,,,,
Ticker,KIM,2020-02-13,,USD,18.93,18.76,19.09,18.69,18.93,3111142,18.76,19.09,18.69,18.93,3111142,0,,,,,,,,,,,
Ticker,PED,2020-02-13,,USD,1.22,1.2578,1.2602,1.21,1.22,24760,1.2578,1.2602,1.21,1.22,24760,0,,,,,,,,,,,
Ticker,CRHM,2020-02-13,,USD,4.12,4.1,4.25,4.03,4.12,69283,4.1,4.25,4.03,4.12,69283,0,,,,,,,,,,,
Ticker,TDW,2020-02-13,,USD,16.03,15.95,16.22,15.945,16.03,131842,15.95,16.22,15.945,16.03,131842,0,,,,,,,,,,,
Ticker,AGRO,2020-02-13,,USD,8,8.08,8.1154,7.86,8,127619,8.08,8.1154,7.86,8,127619,0,,,,,,,,,,,
Ticker,ELJ,2020-02-13,,USD,26.09,26.07,26.11,26.0083,26.09,8243,26.07,26.11,26.0083,26.09,8243,0,,,,,,,,,,,
Ticker,PZN,2020-02-13,,USD,7.89,7.9,7.95,7.8178,7.89,290864,7.9,7.95,7.8178,7.89,290864,0.46,,,,,,,,,,,
Ticker,GSK,2020-02-13,,USD,43.78,43.6,44.025,43.48,43.78,2885110,43.6,44.025,43.48,43.78,2885110,0,,,,,,,,,,,
Ticker,GS,2020-02-13,,USD,238.35,237.85,238.97,236.57,238.35,1461322,237.85,238.97,236.57,238.35,1461322,0,,,,,,,,,,,
Ticker,SRE-P-A,2020-02-13,,USD,125.4803,125.64,125.64,125.05,125.4803,28473,125.64,125.64,125.05,125.4803,28473,0,,,,,,,,,,,
Ticker,CR,2020-02-13,,USD,87.92,88.33,88.555,87.62,87.92,160243,88.33,88.555,87.62,87.92,160243,0,,,,,,,,,,,
Ticker,BSMX,2020-02-13,,USD,7.64,7.79,7.79,7.61,7.64,236771,7.79,7.79,7.61,7.64,236771,0,,,,,,,,,,,
Ticker,AKO-B,2020-02-13,,USD,15.27,15.24,15.27,14.9887,15.27,1580,15.24,15.27,14.9887,15.27,1580,0,,,,,,,,,,,
Ticker,EARN,2020-02-13,,USD,11.47,11.41,11.5,11.39,11.47,23943,11.41,11.5,11.39,11.47,23943,0,,,,,,,,,,,
Ticker,ARA,2020-02-13,,USD,9.08,9.19,9.28,9.06,9.08,15565,9.19,9.28,9.06,9.08,15565,0,,,,,,,,,,,
Ticker,GFI,2020-02-13,,USD,6.24,6.43,6.44,6.14,6.24,7196465,6.43,6.44,6.14,6.24,7196465,0,,,,,,,,,,,
Ticker,GAM-P-B,2020-02-13,,USD,28.087,28,28.1093,27.97,28.087,5113,28,28.1093,27.97,28.087,5113,0,,,,,,,,,,,
Ticker,STOR,2020-02-13,,USD,39.3,39.14,39.65,39.06,39.3,1534175,39.14,39.65,39.06,39.3,1534175,0,,,,,,,,,,,
Ticker,TEN,2020-02-13,,USD,10.43,10.17,10.46,10.09,10.43,669533,10.17,10.46,10.09,10.43,669533,0,,,,,,,,,,,
Ticker,ISR,2020-02-13,,USD,0.93,0.92,0.96,0.9133,0.93,590209,0.92,0.96,0.9133,0.93,590209,0,,,,,,,,,,,
Ticker,CMO,2020-02-13,,USD,8.31,8.29,8.34,8.29,8.31,462258,8.29,8.34,8.29,8.31,462258,0,,,,,,,,,,,
Ticker,CLGX,2020-02-13,,USD,49.15,48.78,49.32,48.46,49.15,854800,48.78,49.32,48.46,49.15,854800,0,,,,,,,,,,,
