Stock_IdType,Stock_Id,PriceDate,PriceInstant,PriceCurrency,LastOrMidPrice,Open,High,Low,Close,Volume,AdjustedOpen,AdjustedHigh,AdjustedLow,AdjustedClose,AdjustedVolume,Dividend,SplitFactor,QuoteTimestamp,LastSaleTimestamp,AskSize,AskPrice,BidPrice,BidSize,LastPrice,LastSize,PrevClosePrice,MidPrice
Ticker,HE,2020-02-12,,USD,48.55,48.33,48.6,47.84,48.55,516375,48.33,48.6,47.84,48.55,516375,0,,,,,,,,,,,
Ticker,AMH,2020-02-12,,USD,28.72,28.41,28.8,28.26,28.72,1644575,28.41,28.8,28.26,28.72,1644575,0,,,,,,,,,,,
Ticker,CP,2020-02-12,,USD,273.39,271.23,273.87,269.68,273.39,257461,271.23,273.87,269.68,273.39,257461,0,,,,,,,,,,,
Ticker,BUD,2020-02-12,,USD,74.06,74.2,74.55,73.88,74.06,1340966,74.2,74.55,73.88,74.06,1340966,0,,,,,,,,,,,
Ticker,DBD,2020-02-12,,USD,8.89,9.44,9.57,8.37,8.89,2839726,9.44,9.57,8.37,8.89,2839726,0,,,,,,,,,,,
Ticker,HEP,2020-02-12,,USD,23.74,23.19,23.74,23.1011,23.74,268853,23.19,23.74,23.1011,23.74,268853,0,,,,,,,,,,,
Ticker,AEE,2020-02-12,,USD,84.57,83.96,84.74,83.8,84.57,1155439,83.96,84.74,83.8,84.57,1155439,0,,,,,,,,,,,
Ticker,SHG,2020-02-12,,USD,32.7,32.87,32.9043,32.6,32.7,274261,32.87,32.9043,32.6,32.7,274261,0,,,,,,,,,,,
Ticker,TDW-WS-B,2020-02-12,,USD,1.72,2,2,1.72,1.72,5023,2,2,1.72,1.72,5023,0,,,,,,,,,,,
Ticker,AU,2020-02-12,,USD,19.15,19.25,19.5,18.855,19.15,2786123,19.25,19.5,18.855,19.15,2786123,0,,,,,,,,,,,
Ticker,SPLP,2020-02-12,,USD,11.31,11.59,11.59,11.3,11.31,4179,11.59,11.59,11.3,11.31,4179,0,,,,,,,,,,,
Ticker,BBT-P-G,2020-02-12,,USD,25.69,25.66,25.7337,25.64,25.69,34852,25.3348099044648,25.4075759017352,25.3150633651784,25.3644297133944,34852,0,,,,,,,,,,,
Ticker,BLX,2020-02-12,,USD,19.87,20.67,20.76,19.84,19.87,110765,20.67,20.76,19.84,19.87,110765,0,,,,,,,,,,,
Ticker,AEG,2020-02-12,,USD,4.32,4.35,4.38,4.3,4.32,1305121,4.35,4.38,4.3,4.32,1305121,0,,,,,,,,,,,
Ticker,EAF,2020-02-12,,USD,10.32,10.88,10.93,10.3,10.32,2183340,10.88,10.93,10.3,10.32,2183340,0,,,,,,,,,,,
Ticker,IRT,2020-02-12,,USD,15.8,15.68,15.9,15.55,15.8,653017,15.68,15.9,15.55,15.8,653017,0,,,,,,,,,,,
Ticker,OCX,2020-02-12,,USD,2.45,2.52,2.57,2.44,2.45,278409,2.52,2.57,2.44,2.45,278409,0,,,,,,,,,,,
Ticker,TCI,2020-02-12,,USD,33.75,34.16,34.19,33.75,33.75,720,34.16,34.19,33.75,33.75,720,0,,,,,,,,,,,
Ticker,USB-P-H,2020-02-12,,USD,22.7,22.71,22.8,22.58,22.7,83666,22.71,22.8,22.58,22.7,83666,0,,,,,,,,,,,
Ticker,XRX,2020-02-12,,USD,38.19,37.79,38.685,37.65,38.19,2276815,37.79,38.685,37.65,38.19,2276815,0,,,,,,,,,,,
Ticker,CZZ,2020-02-12,,USD,22.77,22.49,23.01,22.45,22.77,1084975,22.49,23.01,22.45,22.77,1084975,0,,,,,,,,,,,
Ticker,AFFT,2020-02-12,,USD,22.2,22,22.2,22,22.2,800,22,22.2,22,22.2,800,0,,,,,,,,,,,
Ticker,PFSI,2020-02-12,,USD,37.17,37.92,38.4185,37.1,37.17,613740,37.792107925801,38.2889266441821,36.9748735244519,37.0446374367622,613740,0,,,,,,,,,,,
Ticker,BHLB,2020-02-12,,USD,28.75,29.05,29.11,28.64,28.75,150702,28.8093372454263,28.868840179496,28.4027338626165,28.5118225750777,150702,0,,,,,,,,,,,
Ticker,REI,2020-02-12,,USD,2,2.1,2.12,1.97,2,977899,2.1,2.12,1.97,2,977899,0,,,,,,,,,,,
Ticker,BMA,2020-02-12,,USD,32.73,32.03,32.77,31.69,32.73,254502,32.03,32.77,31.69,32.73,254502,0,,,,,,,,,,,
Ticker,CDE,2020-02-12,,USD,5.91,6.07,6.15,5.85,5.91,4838066,6.07,6.15,5.85,5.91,4838066,0,,,,,,,,,,,
Ticker,PMT,2020-02-12,,USD,23.42,23.35,23.605,23.23,23.42,907824,23.35,23.605,23.23,23.42,907824,0,,,,,,,,,,,
Ticker,RBC,2020-02-12,,USD,89.78,88.07,90.185,88,89.78,331077,88.07,90.185,88,89.78,331077,0,,,,,,,,,,,
Ticker,MKL,2020-02-12,,USD,1309.97,1312.22,1319.49,1297.87,1309.97,35499,1312.22,1319.49,1297.87,1309.97,35499,0,,,,,,,,,,,
Ticker,DX,2020-02-12,,USD,18.95,19.09,19.18,18.94,18.95,191289,19.09,19.18,18.94,18.95,191289,0,,,,,,,,,,,
